shipment_id,product_id,carrier_id,route_id,shipment_date,promised_delivery_date,actual_delivery_date,quantity_shipped,quantity_delivered,shipment_value_usd
S000335,P016,C05,R003,2024-08-22,2024-08-23,2024-08-23,485,485,1610200
S000336,P003,C04,R014,2024-09-20,2024-09-24,2024-09-24,146,146,6132
S000337,P011,C02,R003,2022-03-09,2022-03-10,2022-03-10,344,344,994160
S000338,P013,C07,R029,2024-09-22,2024-09-23,2024-09-23,126,111,236250
S000339,P019,C02,R003,2024-10-31,2024-11-01,2024-11-01,160,160,3640
S000340,P013,C01,R043,2023-01-08,2023-01-09,2023-01-09,490,490,918750
S000341,P005,C06,R020,2024-07-07,2024-07-11,2024-07-11,413,359,86730
S000342,P007,C06,R048,2024-01-25,2024-01-27,2024-01-31,230,230,724500
S000343,P004,C10,R012,2024-10-15,2024-10-17,2024-10-17,374,374,28517.5
S000344,P004,C10,R013,2023-12-08,2023-12-09,2023-12-09,416,416,31720
S000345,P011,C08,R032,2024-07-24,2024-07-27,2024-07-27,489,489,1413210
S000346,P008,C07,R015,2024-07-30,2024-07-31,2024-07-31,47,47,13395
S000347,P010,C09,R032,2024-01-20,2024-01-23,2024-01-27,84,84,470400
S000348,P003,C09,R002,2024-06-27,2024-07-01,2024-07-01,32,32,1344
S000349,P008,C10,R050,2024-01-16,2024-01-20,2024-01-20,247,247,70395
S000350,P015,C03,R011,2023-11-09,2023-11-10,2023-11-10,252,252,667800
S000351,P008,C08,R049,2023-08-17,2023-08-18,2023-08-18,52,52,14820
S000352,P002,C06,R003,2024-04-05,2024-04-06,2024-04-10,392,392,38612
S000353,P019,C07,R012,2024-03-20,2024-03-22,2024-03-22,283,283,6438.25
S000354,P012,C08,R023,2023-08-26,2023-08-27,2023-08-27,214,214,851720
S000355,P005,C03,R012,2024-01-24,2024-01-26,2024-01-26,143,143,30030
S000356,P016,C04,R031,2024-08-28,2024-08-29,2024-08-29,115,115,381800
S000357,P005,C09,R041,2024-08-23,2024-08-24,2024-08-27,36,36,7560
S000358,P019,C01,R041,2024-10-04,2024-10-05,2024-10-05,320,320,7280
S000359,P006,C07,R015,2024-11-08,2024-11-09,2024-11-09,370,370,1554000
S000360,P011,C10,R030,2024-11-14,2024-11-17,2024-11-17,235,235,679150
S000361,P004,C08,R012,2024-02-12,2024-02-14,2024-02-14,380,380,28975
S000362,P018,C07,R001,2024-06-21,2024-06-22,2024-06-22,472,472,16048
S000363,P019,C07,R007,2023-04-10,2023-04-12,2023-04-12,242,242,5505.5
S000364,P001,C01,R046,2022-09-02,2022-09-05,2022-09-05,180,180,26100
S000365,P014,C06,R037,2023-11-30,2023-12-01,2023-12-01,206,206,1277200
S000366,P012,C05,R036,2023-12-25,2023-12-30,2023-12-30,38,38,151240
S000367,P011,C01,R036,2023-11-18,2023-11-23,2023-11-23,381,381,1101090
S000368,P013,C09,R040,2022-04-15,2022-04-18,2022-04-18,120,120,225000
S000369,P007,C10,R003,2024-02-25,2024-02-26,2024-02-26,451,451,1420650
S000370,P003,C06,R018,2024-06-10,2024-06-14,2024-06-14,29,29,1218
S000371,P012,C05,R018,2022-11-26,2022-11-30,2022-11-30,113,113,449740
S000372,P009,C08,R045,2024-06-06,2024-06-07,2024-06-07,133,133,41230
S000373,P019,C08,R002,2022-07-01,2022-07-05,2022-07-08,334,334,7598.5
S000374,P009,C06,R016,2024-04-01,2024-04-06,2024-04-06,168,168,52080
S000375,P008,C06,R048,2024-02-12,2024-02-14,2024-02-15,135,135,38475
S000376,P020,C09,R001,2022-10-15,2022-10-16,2022-10-16,290,290,4350
S000377,P006,C09,R049,2024-09-22,2024-09-23,2024-09-23,466,466,1957200
S000378,P002,C06,R033,2024-06-04,2024-06-05,2024-06-05,342,342,33687
S000379,P001,C04,R001,2023-08-13,2023-08-14,2023-08-14,384,384,55680
S000380,P016,C06,R040,2022-01-04,2022-01-07,2022-01-07,268,268,889760
S000381,P008,C05,R007,2022-09-07,2022-09-09,2022-09-09,471,471,134235
S000382,P006,C08,R027,2024-10-05,2024-10-07,2024-10-07,362,362,1520400
S000383,P013,C03,R007,2023-09-28,2023-09-30,2023-09-30,66,66,123750
S000384,P018,C06,R017,2022-11-03,2022-11-04,2022-11-06,306,306,10404
S000385,P006,C05,R050,2024-12-04,2024-12-08,2024-12-08,29,29,121800
S000386,P014,C10,R041,2024-01-04,2024-01-05,2024-01-05,213,213,1320600
S000387,P010,C06,R046,2024-11-16,2024-11-19,2024-11-21,426,426,2385600
S000388,P008,C05,R043,2024-12-19,2024-12-20,2024-12-20,22,22,6270
S000389,P018,C01,R004,2023-12-24,2023-12-28,2023-12-28,211,211,7174
S000390,P010,C03,R029,2022-04-28,2022-04-29,2022-04-29,333,333,1864800
S000391,P009,C09,R036,2024-02-15,2024-02-20,2024-02-20,409,409,126790
S000392,P010,C07,R024,2023-03-11,2023-03-16,2023-03-16,471,471,2637600
S000393,P001,C06,R036,2023-06-29,2023-07-04,2023-07-04,347,347,50315
S000394,P009,C09,R019,2023-12-22,2023-12-23,2023-12-23,38,38,11780
S000395,P020,C05,R029,2023-11-08,2023-11-09,2023-11-09,308,308,4620
S000396,P004,C05,R019,2023-05-04,2023-05-05,2023-05-09,422,422,32177.5
S000397,P012,C01,R030,2023-07-30,2023-08-02,2023-08-02,221,221,879580
S000398,P009,C01,R025,2024-12-19,2024-12-20,2024-12-20,188,188,58280
S000399,P004,C04,R034,2023-10-07,2023-10-11,2023-10-11,223,223,17003.75
S000400,P010,C06,R013,2023-03-31,2023-04-01,2023-04-01,249,249,1394400
S000401,P006,C07,R018,2024-01-12,2024-01-16,2024-01-16,386,358,1621200
S000402,P002,C06,R004,2023-04-02,2023-04-06,2023-04-06,102,102,10047
S000403,P013,C03,R023,2024-06-22,2024-06-23,2024-06-23,303,303,568125
S000404,P006,C06,R035,2024-11-27,2024-11-29,2024-11-29,157,157,659400
S000405,P010,C09,R017,2022-04-10,2022-04-11,2022-04-11,73,65,408800
S000406,P020,C05,R016,2024-10-13,2024-10-18,2024-10-18,151,151,2265
S000407,P003,C03,R003,2022-05-09,2022-05-10,2022-05-10,82,82,3444
S000408,P016,C10,R034,2024-11-11,2024-11-15,2024-11-15,222,222,737040
S000409,P014,C01,R024,2024-03-18,2024-03-23,2024-03-23,193,193,1196600
S000410,P007,C04,R034,2024-10-15,2024-10-19,2024-10-19,372,372,1171800
S000411,P006,C09,R012,2024-11-25,2024-11-27,2024-11-27,111,111,466200
S000412,P014,C06,R047,2023-12-01,2023-12-02,2023-12-02,382,382,2368400
S000413,P013,C01,R001,2023-12-02,2023-12-03,2023-12-03,261,261,489375
S000414,P001,C05,R050,2023-01-02,2023-01-06,2023-01-06,432,432,62640
S000415,P009,C02,R020,2024-02-25,2024-02-29,2024-02-29,42,42,13020
S000416,P010,C10,R003,2024-05-20,2024-05-21,2024-05-21,196,196,1097600
S000417,P008,C10,R048,2022-12-17,2022-12-19,2022-12-19,156,156,44460
S000418,P005,C09,R021,2024-09-03,2024-09-04,2024-09-04,106,106,22260
S000419,P003,C07,R015,2023-12-27,2023-12-28,2023-12-28,233,233,9786
S000420,P013,C02,R017,2024-07-19,2024-07-20,2024-07-20,391,391,733125
S000421,P019,C09,R013,2022-02-18,2022-02-19,2022-02-19,469,469,10669.75
S000422,P019,C06,R006,2024-03-16,2024-03-20,2024-03-20,433,433,9850.75
S000423,P007,C06,R044,2022-09-21,2022-09-26,2022-09-29,265,265,834750
S000424,P007,C04,R048,2023-12-04,2023-12-06,2023-12-06,265,265,834750
S000425,P019,C09,R043,2023-12-27,2023-12-28,2023-12-30,363,363,8258.25
S000426,P003,C05,R025,2024-08-20,2024-08-21,2024-08-21,122,122,5124
S000427,P013,C02,R033,2022-10-15,2022-10-16,2022-10-16,272,272,510000
S000428,P001,C04,R003,2024-07-14,2024-07-15,2024-07-15,163,163,23635
S000429,P010,C09,R016,2024-09-19,2024-09-24,2024-09-24,355,355,1988000
S000430,P013,C10,R034,2022-05-17,2022-05-21,2022-05-21,403,403,755625
S000431,P018,C04,R044,2024-09-08,2024-09-13,2024-09-13,354,354,12036
S000432,P011,C01,R010,2024-11-21,2024-11-26,2024-11-26,433,433,1251370
S000433,P020,C10,R018,2024-08-07,2024-08-11,2024-08-11,314,314,4710
S000434,P013,C08,R032,2023-03-13,2023-03-16,2023-03-19,419,419,785625
S000435,P003,C08,R012,2023-08-30,2023-09-01,2023-09-01,464,464,19488
S000436,P013,C06,R047,2023-05-23,2023-05-24,2023-05-24,113,113,211875
S000437,P015,C01,R030,2024-04-17,2024-04-20,2024-04-20,197,197,522050
S000438,P010,C05,R050,2024-05-23,2024-05-27,2024-05-27,148,148,828800
S000439,P006,C10,R050,2024-09-19,2024-09-23,2024-09-23,499,499,2095800
S000440,P011,C03,R045,2024-10-23,2024-10-24,2024-10-24,182,182,525980
S000441,P013,C09,R047,2024-08-27,2024-08-28,2024-08-28,236,236,442500
S000442,P005,C03,R011,2024-11-05,2024-11-06,2024-11-06,123,123,25830
S000443,P006,C04,R008,2024-09-14,2024-09-16,2024-09-20,400,400,1680000
S000444,P016,C07,R030,2024-06-18,2024-06-21,2024-06-21,470,470,1560400
S000445,P019,C05,R039,2024-04-03,2024-04-04,2024-04-04,323,323,7348.25
S000446,P020,C09,R037,2024-11-14,2024-11-15,2024-11-15,452,452,6780
S000447,P013,C07,R005,2024-05-11,2024-05-12,2024-05-12,374,374,701250
S000448,P014,C04,R034,2023-11-16,2023-11-20,2023-11-20,87,87,539400
S000449,P011,C09,R017,2024-03-06,2024-03-07,2024-03-07,334,334,965260
S000450,P016,C10,R012,2024-01-14,2024-01-16,2024-01-16,185,185,614200
S000451,P020,C07,R027,2024-06-20,2024-06-22,2024-06-26,229,229,3435
S000452,P003,C05,R020,2024-07-03,2024-07-07,2024-07-07,201,201,8442
S000453,P002,C03,R042,2022-06-01,2022-06-05,2022-06-05,131,131,12903.5
S000454,P018,C01,R035,2024-09-26,2024-09-28,2024-09-28,341,341,11594
S000455,P018,C10,R011,2022-07-15,2022-07-16,2022-07-16,315,315,10710
S000456,P009,C02,R027,2023-06-28,2023-06-30,2023-06-30,449,449,139190
S000457,P007,C01,R006,2024-07-29,2024-08-02,2024-08-02,107,107,337050
S000458,P007,C01,R047,2023-01-27,2023-01-28,2023-01-28,399,399,1256850
S000459,P003,C08,R022,2024-10-08,2024-10-12,2024-10-12,369,369,15498
S000460,P011,C08,R050,2024-03-08,2024-03-12,2024-03-12,312,312,901680
S000461,P011,C06,R018,2023-01-30,2023-02-03,2023-02-03,58,58,167620
S000462,P003,C06,R028,2023-07-25,2023-07-28,2023-07-28,297,297,12474
S000463,P004,C05,R030,2024-05-14,2024-05-17,2024-05-17,131,131,9988.75
S000464,P011,C08,R021,2023-08-05,2023-08-06,2023-08-06,245,245,708050
S000465,P020,C03,R037,2024-06-13,2024-06-14,2024-06-14,443,443,6645
S000466,P018,C07,R030,2023-01-25,2023-01-28,2023-01-28,32,32,1088
S000467,P014,C06,R028,2024-02-08,2024-02-11,2024-02-11,447,447,2771400
S000468,P015,C09,R021,2023-12-08,2023-12-09,2023-12-09,243,243,643950
S000469,P013,C08,R021,2023-04-04,2023-04-05,2023-04-05,486,486,911250
S000470,P005,C09,R029,2023-11-26,2023-11-27,2023-11-27,58,58,12180
S000471,P010,C06,R028,2023-02-02,2023-02-05,2023-02-05,139,139,778400
S000472,P018,C02,R023,2024-04-07,2024-04-08,2024-04-08,204,204,6936
S000473,P013,C07,R025,2023-09-29,2023-09-30,2023-09-30,334,334,626250
S000474,P010,C03,R043,2024-06-17,2024-06-18,2024-06-18,444,444,2486400
S000475,P015,C10,R045,2024-08-07,2024-08-08,2024-08-08,64,64,169600
S000476,P008,C07,R012,2024-08-06,2024-08-08,2024-08-08,457,457,130245
S000477,P012,C01,R003,2023-06-18,2023-06-19,2023-06-19,238,238,947240
S000478,P017,C05,R049,2023-06-19,2023-06-20,2023-06-20,206,206,3811
S000479,P003,C09,R044,2024-07-06,2024-07-11,2024-07-11,394,394,16548
S000480,P020,C06,R048,2024-02-22,2024-02-24,2024-02-27,135,135,2025
S000481,P010,C02,R032,2022-07-24,2022-07-27,2022-07-28,436,436,2441600
S000482,P006,C08,R038,2024-07-21,2024-07-25,2024-07-25,481,481,2020200
S000483,P014,C07,R050,2024-06-02,2024-06-06,2024-06-06,435,435,2697000
S000484,P013,C05,R031,2022-11-20,2022-11-21,2022-11-21,452,452,847500
S000485,P009,C09,R010,2024-12-09,2024-12-14,2024-12-14,82,70,25420
S000486,P009,C05,R022,2024-01-10,2024-01-14,2024-01-18,77,77,23870
S000487,P006,C09,R021,2024-12-26,2024-12-27,2024-12-30,116,114,487200
S000488,P012,C05,R015,2023-03-21,2023-03-22,2023-03-22,386,386,1536280
S000489,P004,C02,R046,2024-12-13,2024-12-16,2024-12-16,44,44,3355
S000490,P003,C08,R041,2023-08-17,2023-08-18,2023-08-18,214,214,8988
S000491,P009,C01,R050,2024-06-10,2024-06-14,2024-06-14,301,301,93310
S000492,P005,C07,R035,2024-11-27,2024-11-29,2024-11-29,168,168,35280
S000493,P015,C08,R002,2024-02-08,2024-02-12,2024-02-12,269,269,712850
S000494,P014,C02,R026,2022-12-23,2022-12-25,2022-12-25,246,228,1525200
S000495,P013,C02,R004,2024-09-22,2024-09-26,2024-09-26,80,80,150000
S000496,P010,C07,R045,2024-07-04,2024-07-05,2024-07-05,326,326,1825600
S000497,P005,C04,R003,2023-03-31,2023-04-01,2023-04-05,398,398,83580
S000498,P016,C08,R035,2024-12-21,2024-12-23,2024-12-23,476,406,1580320
S000499,P017,C09,R030,2024-03-03,2024-03-06,2024-03-06,297,297,5494.5
S000500,P008,C03,R045,2024-09-18,2024-09-19,2024-09-22,185,185,52725
S000501,P004,C10,R008,2023-09-20,2023-09-22,2023-09-22,109,109,8311.25
S000502,P011,C01,R014,2023-02-14,2023-02-18,2023-02-18,162,162,468180
S000503,P002,C02,R009,2024-03-09,2024-03-10,2024-03-10,45,45,4432.5
S000504,P001,C02,R012,2024-06-04,2024-06-06,2024-06-06,261,261,37845
S000505,P009,C08,R034,2024-05-07,2024-05-11,2024-05-11,258,258,79980
S000506,P001,C05,R036,2023-11-01,2023-11-06,2023-11-06,382,382,55390
S000507,P006,C01,R011,2023-05-29,2023-05-30,2023-05-31,371,371,1558200
S000508,P002,C03,R035,2024-12-13,2024-12-15,2024-12-15,178,178,17533
S000509,P011,C04,R027,2024-11-14,2024-11-16,2024-11-16,144,144,416160
S000510,P007,C04,R025,2024-06-20,2024-06-21,2024-06-21,240,240,756000
S000511,P013,C03,R024,2024-06-07,2024-06-12,2024-06-12,369,369,691875
S000512,P006,C06,R049,2023-09-17,2023-09-18,2023-09-18,398,398,1671600
S000513,P003,C09,R027,2023-09-16,2023-09-18,2023-09-18,356,356,14952
S000514,P011,C10,R028,2023-11-24,2023-11-27,2023-11-27,387,387,1118430
S000515,P013,C02,R031,2023-08-28,2023-08-29,2023-08-29,348,348,652500
S000516,P012,C04,R019,2023-08-30,2023-08-31,2023-08-31,275,275,1094500
S000517,P019,C08,R002,2024-04-03,2024-04-07,2024-04-07,44,44,1001
S000518,P013,C06,R045,2022-10-31,2022-11-01,2022-11-01,478,478,896250
S000519,P003,C06,R040,2023-06-11,2023-06-14,2023-06-14,83,83,3486
S000520,P012,C09,R012,2024-12-01,2024-12-03,2024-12-03,460,460,1830800
S000521,P016,C10,R048,2023-11-22,2023-11-24,2023-11-24,265,265,879800
S000522,P009,C02,R004,2024-11-07,2024-11-11,2024-11-11,386,386,119660
S000523,P003,C08,R013,2022-11-21,2022-11-22,2022-11-22,109,109,4578
S000524,P005,C03,R032,2024-10-18,2024-10-21,2024-10-21,433,433,90930
S000525,P001,C04,R019,2024-07-01,2024-07-02,2024-07-02,455,455,65975
S000526,P011,C10,R032,2023-03-06,2023-03-09,2023-03-09,167,167,482630
S000527,P010,C01,R050,2023-09-29,2023-10-03,2023-10-03,53,53,296800
S000528,P008,C06,R008,2024-09-22,2024-09-24,2024-09-24,28,28,7980
S000529,P005,C08,R024,2024-03-12,2024-03-17,2024-03-17,297,297,62370
S000530,P010,C05,R031,2024-10-16,2024-10-17,2024-10-17,358,358,2004800
S000531,P004,C08,R047,2024-05-11,2024-05-12,2024-05-12,491,491,37438.75
S000532,P012,C05,R006,2024-11-24,2024-11-28,2024-11-28,126,126,501480
S000533,P016,C10,R021,2024-06-03,2024-06-04,2024-06-04,200,200,664000
S000534,P013,C01,R024,2022-12-18,2022-12-23,2022-12-23,429,429,804375
S000535,P019,C02,R039,2022-05-29,2022-05-30,2022-05-30,285,285,6483.75
S000536,P001,C05,R027,2023-05-28,2023-05-30,2023-05-30,440,440,63800
S000537,P002,C10,R020,2023-01-04,2023-01-08,2023-01-08,355,355,34967.5
S000538,P010,C03,R027,2022-07-02,2022-07-04,2022-07-04,79,79,442400
S000539,P012,C07,R038,2024-05-21,2024-05-25,2024-05-25,76,76,302480
S000540,P011,C03,R030,2024-11-14,2024-11-17,2024-11-17,351,351,1014390
S000541,P007,C03,R050,2024-09-29,2024-10-03,2024-10-03,167,167,526050
S000542,P019,C03,R023,2024-07-23,2024-07-24,2024-07-25,419,419,9532.25
S000543,P005,C04,R033,2023-02-06,2023-02-07,2023-02-07,63,63,13230
S000544,P004,C08,R027,2024-11-01,2024-11-03,2024-11-03,362,362,27602.5
S000545,P015,C09,R039,2024-07-13,2024-07-14,2024-07-14,292,292,773800
S000546,P005,C04,R045,2024-09-15,2024-09-16,2024-09-16,416,416,87360
S000547,P016,C07,R049,2022-11-16,2022-11-17,2022-11-20,428,428,1420960
S000548,P003,C01,R020,2022-12-04,2022-12-08,2022-12-08,231,231,9702
S000549,P009,C05,R038,2024-01-16,2024-01-20,2024-01-20,402,402,124620
S000550,P001,C02,R047,2024-06-30,2024-07-01,2024-07-01,128,128,18560
S000551,P004,C06,R012,2024-12-28,2024-12-30,2024-12-30,494,494,37667.5
S000552,P005,C06,R032,2024-05-10,2024-05-13,2024-05-13,361,361,75810
S000553,P014,C07,R019,2024-08-19,2024-08-20,2024-08-20,459,459,2845800
S000554,P016,C02,R044,2024-03-18,2024-03-23,2024-03-23,481,481,1596920
S000555,P007,C07,R039,2024-03-19,2024-03-20,2024-03-20,71,71,223650
S000556,P013,C08,R023,2024-01-18,2024-01-19,2024-01-19,428,428,802500
S000557,P016,C04,R032,2024-03-07,2024-03-10,2024-03-10,328,328,1088960
S000558,P011,C05,R010,2023-11-21,2023-11-26,2023-11-26,324,324,936360
S000559,P001,C01,R049,2022-09-28,2022-09-29,2022-09-29,367,367,53215
S000560,P002,C03,R003,2023-11-25,2023-11-26,2023-11-26,98,98,9653
S000561,P013,C02,R032,2024-05-09,2024-05-12,2024-05-12,265,265,496875
S000562,P019,C10,R025,2024-04-29,2024-04-30,2024-04-30,400,400,9100
S000563,P012,C06,R048,2023-03-18,2023-03-20,2023-03-20,207,207,823860
S000564,P010,C05,R038,2024-04-24,2024-04-28,2024-04-28,476,476,2665600
S000565,P013,C07,R037,2024-03-29,2024-03-30,2024-03-30,270,270,506250
S000566,P011,C10,R011,2024-08-09,2024-08-10,2024-08-10,58,58,167620
S000567,P009,C05,R004,2024-11-13,2024-11-17,2024-11-17,311,311,96410
S000568,P014,C06,R014,2024-02-26,2024-03-01,2024-03-01,114,114,706800
S000569,P018,C01,R012,2023-06-06,2023-06-08,2023-06-08,254,254,8636
S000570,P020,C07,R050,2024-04-27,2024-05-01,2024-05-01,190,190,2850
S000571,P011,C04,R005,2024-02-17,2024-02-18,2024-02-18,491,491,1418990
S000572,P008,C05,R008,2024-08-27,2024-08-29,2024-08-30,204,204,58140
S000573,P005,C05,R002,2024-04-07,2024-04-11,2024-04-11,448,448,94080
S000574,P012,C02,R043,2024-08-01,2024-08-02,2024-08-02,48,48,191040
S000575,P017,C10,R043,2024-02-23,2024-02-24,2024-02-24,166,166,3071
S000576,P019,C05,R048,2024-01-25,2024-01-27,2024-01-27,198,198,4504.5
S000577,P002,C09,R032,2024-10-23,2024-10-26,2024-10-26,335,335,32997.5
S000578,P010,C10,R002,2024-01-06,2024-01-10,2024-01-13,285,285,1596000
S000579,P012,C02,R044,2023-03-23,2023-03-28,2023-03-28,298,298,1186040
S000580,P011,C07,R050,2023-12-03,2023-12-07,2023-12-07,130,130,375700
S000581,P003,C07,R023,2023-01-06,2023-01-07,2023-01-07,448,448,18816
S000582,P006,C08,R041,2024-09-04,2024-09-05,2024-09-05,85,85,357000
S000583,P008,C03,R034,2023-12-25,2023-12-29,2023-12-29,130,130,37050
S000584,P003,C06,R027,2024-12-19,2024-12-21,2024-12-25,170,170,7140
S000585,P003,C04,R030,2024-09-08,2024-09-11,2024-09-11,272,272,11424
S000586,P017,C08,R028,2022-09-24,2022-09-27,2022-09-27,47,47,869.5
S000587,P014,C10,R014,2024-11-08,2024-11-12,2024-11-12,428,428,2653600
S000588,P008,C10,R024,2023-06-25,2023-06-30,2023-06-30,424,424,120840
S000589,P002,C06,R004,2024-07-01,2024-07-05,2024-07-05,128,128,12608
S000590,P013,C06,R043,2023-09-11,2023-09-12,2023-09-14,316,316,592500
S000591,P011,C03,R046,2023-09-11,2023-09-14,2023-09-14,341,341,985490
S000592,P009,C06,R034,2024-03-01,2024-03-05,2024-03-05,209,209,64790
S000593,P008,C01,R012,2023-08-19,2023-08-21,2023-08-21,348,348,99180
S000594,P018,C08,R032,2023-06-29,2023-07-02,2023-07-02,53,53,1802
S000595,P009,C10,R037,2024-07-20,2024-07-21,2024-07-21,29,29,8990
S000596,P001,C02,R019,2024-09-13,2024-09-14,2024-09-14,34,34,4930
S000597,P016,C05,R030,2023-08-17,2023-08-20,2023-08-20,228,194,756960
S000598,P010,C01,R021,2024-07-18,2024-07-19,2024-07-19,114,114,638400
S000599,P003,C04,R002,2022-09-19,2022-09-23,2022-09-23,497,497,20874
S000600,P004,C09,R024,2023-12-03,2023-12-08,2023-12-08,298,298,22722.5
S000601,P017,C08,R022,2024-12-11,2024-12-15,2024-12-15,141,141,2608.5
S000602,P005,C05,R009,2023-07-23,2023-07-24,2023-07-24,386,386,81060
S000603,P017,C08,R028,2024-09-03,2024-09-06,2024-09-06,458,458,8473
S000604,P006,C06,R026,2023-07-21,2023-07-23,2023-07-23,198,198,831600
S000605,P007,C02,R012,2024-10-11,2024-10-13,2024-10-13,174,174,548100
S000606,P001,C08,R011,2024-10-08,2024-10-09,2024-10-09,145,145,21025
S000607,P012,C07,R045,2023-01-15,2023-01-16,2023-01-16,303,303,1205940
S000608,P001,C08,R014,2024-12-04,2024-12-08,2024-12-08,40,40,5800
S000609,P006,C08,R010,2024-05-30,2024-06-04,2024-06-04,54,54,226800
S000610,P019,C09,R039,2024-02-22,2024-02-23,2024-02-23,402,402,9145.5
S000611,P002,C01,R034,2024-11-24,2024-11-28,2024-11-28,118,118,11623
S000612,P006,C04,R019,2024-12-09,2024-12-10,2024-12-10,290,290,1218000
S000613,P015,C05,R009,2024-10-14,2024-10-15,2024-10-15,373,373,988450
S000614,P007,C02,R019,2024-03-18,2024-03-19,2024-03-19,20,20,63000
S000615,P007,C05,R036,2023-03-25,2023-03-30,2023-03-30,474,474,1493100
S000616,P008,C05,R032,2023-12-13,2023-12-16,2023-12-16,264,264,75240
S000617,P015,C02,R030,2024-06-09,2024-06-12,2024-06-12,369,369,977850
S000618,P007,C03,R024,2023-05-10,2023-05-15,2023-05-15,216,216,680400
S000619,P008,C06,R031,2024-07-08,2024-07-09,2024-07-09,151,151,43035
S000620,P005,C09,R049,2024-07-17,2024-07-18,2024-07-18,124,124,26040
S000621,P012,C08,R002,2023-06-13,2023-06-17,2023-06-17,389,340,1548220
S000622,P005,C01,R037,2024-10-16,2024-10-17,2024-10-17,305,305,64050
S000623,P018,C06,R020,2024-12-23,2024-12-27,2024-12-27,315,280,10710
S000624,P015,C06,R045,2022-05-29,2022-05-30,2022-05-30,39,39,103350
S000625,P011,C03,R025,2023-06-22,2023-06-23,2023-06-23,43,43,124270
S000626,P001,C09,R002,2023-06-03,2023-06-07,2023-06-07,81,81,11745
S000627,P002,C02,R049,2023-09-12,2023-09-13,2023-09-13,492,492,48462
S000628,P018,C04,R039,2023-08-07,2023-08-08,2023-08-08,76,76,2584
S000629,P008,C06,R007,2024-03-19,2024-03-21,2024-03-21,440,440,125400
S000630,P002,C08,R028,2024-01-31,2024-02-03,2024-02-03,45,45,4432.5
S000631,P015,C08,R045,2023-08-07,2023-08-08,2023-08-08,354,354,938100
S000632,P017,C02,R034,2024-04-22,2024-04-26,2024-04-26,21,21,388.5
S000633,P010,C09,R003,2022-11-20,2022-11-21,2022-11-21,421,421,2357600
S000634,P019,C01,R027,2023-05-17,2023-05-19,2023-05-19,354,354,8053.5
S000635,P012,C01,R005,2023-11-17,2023-11-18,2023-11-18,204,204,811920
S000636,P005,C03,R049,2024-02-20,2024-02-21,2024-02-21,313,313,65730
S000637,P020,C10,R043,2024-05-17,2024-05-18,2024-05-18,362,362,5430
